code;name
2130;Ingeniero análisis y diseño sistemas
2130;Ingeniero computo
2130;Ingeniero desarrollo software
2130;Ingeniero sistemas
2130;Ingeniero sistemas e informática
2130;Ingeniero sistemas redes y comunicación datos
2130;Ingeniero sistemas y computación
2130;Ingeniero software
2141;Arquitectos y urbanistas 
2141;Arquitecto 
2141;Arquitecto construcción industrial
2141;Arquitecto construcción residencial
2141;Arquitecto consultor
2141;Arquitecto edificaciones
2141;Arquitecto interiores edificios
2141;Arquitecto paisajista
2141;Arquitecto urbanista
2141;Planificador espacios comunitarios
2141;Planificador parques
2141;Planificador urbano
2141;Planificador urbano regional
2141;Urbanista
2142;Ingenieros civiles, ingenieros de transporte y afines
2142;Analista impacto ambiental
2142;Consultor ambiental
2142;Ingeniero ambiental
2142;Ingeniero civil
2142;Ingeniero civil cartografía
2142;Ingeniero civil construcción aeropuertos
2142;Ingeniero civil construcción edificios
2142;Ingeniero civil construcción estructuras 
2142;Ingeniero civil construcción estructuras metálicas
2142;Ingeniero civil construcción puentes
2142;Ingeniero civil construcción túneles
2142;Ingeniero civil construcción vías
2142;Ingeniero civil construcción vías y aeropuertos
2142;Ingeniero civil construcciones portuarias
2142;Ingeniero civil irrigación
2142;Ingeniero civil transporte y vías
2142;Ingeniero construcción
2142;Ingeniero construcción obras civiles
2142;Ingeniero hidráulico
2142;Ingeniero interventor obra
2142;Ingeniero proyectos construcción civil
2142;Ingeniero recursos hídricos y gestión acueductos
2142;Ingeniero recursos naturales y medio ambiente
2142;Ingeniero saneamiento y desarrollo ambiental
2142;Ingeniero sanitario
2142;Ingeniero tránsito
2142;Ingeniero transporte
2142;Interventor obra
2142;Interventor obras civiles
2142;Planificador medio ambiente
2142;Planificador tránsito
2143;Ingenieros eléctricos, ingenieros electrónicos, de telecomunicaciones y afines
2143;Ingeniero diseño eléctrico
2143;Ingeniero diseño instalaciones eléctricas
2143;Ingeniero distribución energía eléctrica
2143;Ingeniero electricista
2143;Ingeniero electricista generación energía eléctrica
2143;Ingeniero electricista líneas eléctricas
2143;Ingeniero electricista producción energía eléctrica
2143;Ingeniero electricista transporte y distribución energía
2143;Ingeniero eléctrico
2143;Ingeniero eléctrico producción energía
2143;Ingeniero electrónico
2143;Ingeniero electrónico automatización industrial
2143;Ingeniero electrónico diseño instrumentación industrial
2143;Ingeniero mantenimiento eléctrico
2143;Ingeniero mantenimiento electrónico
2143;Ingeniero mantenimiento equipo biomédico
2143;Ingeniero mantenimiento equipos cómputo
2143;Ingeniero redes eléctricas
2143;Ingeniero robótica
2143;Ingeniero sistemas radio
2143;Ingeniero sistemas televisión
2143;Ingeniero sonido
2143;Ingeniero telecomunicaciones
2143;Ingeniero telecomunicaciones radar
2143;Ingeniero telecomunicaciones radio
2143;Ingeniero telecomunicaciones teléfonos
2143;Ingeniero telecomunicaciones televisión
2144;Ingenieros mecánicos 
2144;Arquitecto construcciones navales
2144;Ingeniero diseño mecánico 
2144;Ingeniero mantenimiento mecánico
2144;Ingeniero matricería
2144;Ingeniero mecánico
2144;Ingeniero mecánico aeromecánica
2144;Ingeniero mecánico aire acondicionado
2144;Ingeniero mecánico automotriz
2144;Ingeniero mecánico calefacción 
2144;Ingeniero mecánico calefacción ventilación y aire acondicionado
2144;Ingeniero mecánico construcción embarcaciones
2144;Ingeniero mecánico diseño máquinas
2144;Ingeniero mecánico instrumentos científicos
2144;Ingeniero mecánico mantenimiento aeronaútico
2144;Ingeniero mecánico mantenimiento maquinaria industrial
2144;Ingeniero mecánico maquinaria y herramientas industriales
2144;Ingeniero mecánico motores
2144;Ingeniero mecánico motores a reacción
2144;Ingeniero mecánico motores diesel
2144;Ingeniero mecánico motores marinos
2144;Ingeniero mecánico refrigeración
2144;Ingeniero mecánico refrigeración y aire acondicionado
2144;Ingeniero mecánico térmica
2144;Ingeniero mecánico turbinas gas
2144;Ingeniero mecánico ventilación
2144;Ingeniero motores combustión interna
2144;Ingeniero motores locomotoras
2144;Ingeniero naval
2145;Ingenieros industriales y afines
2145;Analista métodos y procedimientos
2145;Analista organización y métodos
2145;Analista organizacional
2145;Analista producción
2145;Analista tiempos y movimientos
2145;Asesor organización y métodos
2145;Ingeniero administrativo
2145;Ingeniero asesor organización industrial
2145;Ingeniero control calidad
2145;Ingeniero estudio tiempos y movimientos
2145;Ingeniero industrial
2145;Ingeniero industrial control calidad 
2145;Ingeniero industrial control producción
2145;Ingeniero industrial estudio tiempos y movimientos
2145;Ingeniero industrial manufactura
2145;Ingeniero industrial organización y métodos
2145;Ingeniero industrial planta 
2145;Ingeniero organización industrial
2145;Ingeniero organización y métodos
2145;Ingeniero planta producción
2145;Ingeniero procesos industriales
2145;Ingeniero producción 
2145;Ingeniero seguridad industrial
2145;Ingeniero seguridad industrial higiene y gestión ambiental
2146;Ingenieros químicos y afines
2146;Ingeniero alimentos
2146;Ingeniero bioquímica
2146;Ingeniero biotecnología
2146;Ingeniero control procesos químicos
2146;Ingeniero petroquímica
2146;Ingeniero procesamiento de alimentos
2146;Ingeniero procesamiento químico
2146;Ingeniero procesamiento refinería petróleo
2146;Ingeniero proyectos químicos
2146;Ingeniero químico
2146;Ingeniero químico alimentos y bebidas
2146;Ingeniero químico carburantes
2146;Ingeniero químico caucho
2146;Ingeniero químico colores y pinturas
2146;Ingeniero químico fibras textiles
2146;Ingeniero químico investigación
2146;Ingeniero químico papel
2146;Ingeniero químico petróleo y gas natural
2146;Ingeniero químico plásticos
2146;Ingeniero químico producción
2146;Ingeniero químico refinería petróleo
2147;Ingenieros de minas, ingenieros metalúrgicos y afines 
2147;Ingeniero explotación minas 
2147;Ingeniero explotación minas metales
2147;Ingeniero extracción pozos petróleo y gas
2147;Ingeniero fundición
2147;Ingeniero materiales
2147;Ingeniero metalúrgia
2147;Ingeniero metalúrgico 
2147;Ingeniero metalúrgico producción y afino metales
2147;Ingeniero metalúrgico tratamiento metales
2147;Ingeniero minas
2147;Ingeniero perforación pozos petróleo 
2147;Ingeniero petróleos
2147;Ingeniero producción petróleo y gas
2147;Ingeniero siderurgia
2148;Ingenieros catastrales, ingenieros geógrafos y afines 
2148;Ingeniero catastral
2148;Ingeniero catastral y geodesta
2148;Ingeniero geógrafo
2148;Ingeniero topográfico
2148;Ingeniero topógrafo
2149;Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes 
2149;Diseñador gráfico
2149;Diseñador industrial
2149;Diseñador productos industriales
2149;Ingeniero agroindustrial
2149;Ingeniero biomédico
2149;Ingeniero electromecánica
2149;Ingeniero mecatrónica
2149;Ingeniero pesquero
2149;Ingeniero textil
2211;Biólogos, botánicos, zoólogos y afines 
2211;Analista microbiología
2211;Bacteriólogo
2211;Bacteriólogo alimentos
2211;Bacteriólogo farmaceútica
2211;Bacteriólogo industria
2211;Bacteriólogo medicina
2211;Bacteriólogo medicina veterinaria
2211;Bacteriólogo suelos
2211;Bacteriólogo vegetal
2211;Biofísico
2211;Biofísico molecular
2211;Biólogo
2211;Biólogo genética
2211;Biólogo hidrobiología
2211;Biólogo marino
2211;Biólogo medio ambiente
2211;Biólogo molecular
2211;Botánico
2211;Botánico taxonomía
2211;Citólogo
2211;Citólogo botánica
2211;Citólogo zoología
2211;Ecologista
2211;Ecólogo
2211;Embriólogo
2211;Entomólogo
2211;Genetista
2211;Genetista botánica
2211;Genetista zoólogía
2211;Hidrobiólogo
2211;Histólogo
2211;Histólogo animales
2211;Histólogo plantas
2211;Ictiólogo
2211;Ingeniero genética
2211;Inmunólogo
2211;Mastozoólogo
2211;Micólogo
2211;Microbiólogo
2211;Ornitólogo
2211;Parasitólogo
2211;Taxonomista
2211;Taxonomista animales
2211;Taxonomista plantas
2211;Virólogo
2211;Zoólogo
2212;Patólogos y afines
2212;Anatomista
2212;Epidemiólogo
2212;Epidemiólogo veterinaria 
2212;Fisiólogo
2212;Fisiólogo botánica
2212;Fisiólogo endocrinología
2212;Fisiólogo epidemiología
2212;Fisiólogo neurología
2212;Fisiólogo veterinario
2212;Histopatólogo
2212;Neuropatólogo
2212;Patólogo
2212;Patólogo botánica
2212;Patólogo clínico
2212;Patólogo forense
2212;Patólogo oral
2212;Patólogo veterinaria
2212;Toxicólogo
2213;Agrónomos y afines 
2213;Agrólogo
2213;Agrónomo
2213;Agrónomo ecología
2213;Agrónomo edafología
2213;Agrónomo floricultura
2213;Agrónomo horticultura
2213;Agrónomo silvicultura
2213;Consejero agrícola
2213;Consejero forestal
2213;Consultor agrícola
2213;Consultor agropecuario
2213;Consultor forestal
2213;Edafólogo
2213;Especialista agrícola
2213;Especialista cultivos
2213;Especialista suelos y cosechas
2213;Experto forestal
2213;Extensionista agrícola
2213;Ingeniero agrícola
2213;Ingeniero agrónomo 
2213;Ingeniero forestal
2213;Silvicultor
2221;Médicos 
2221;Anestesiólogo
2221;Cardiólogo
2221;Cirujano cardiología
2221;Cirujano cirugía plástica
2221;Cirujano general
2221;Cirujano neurocirugía
2221;Cirujano ortopedia
2221;Dermatólogo
2221;Endocrinólogo
2221;Especialista medicina nuclear
2221;Especialista medicina ocupacional 
2221;Fisiatra
2221;Gastroenterólogo
2221;Geriatra
2221;Ginecólogo
2221;Internista 
2221;Médico anestesiología
2221;Médico cirujano
2221;Médico domiciliario
2221;Médico especialista
2221;Médico familia 
2221;Médico farmacólogo
2221;Médico fisiólogo 
2221;Médico forense
2221;Médico general
2221;Médico gerontólogo
2221;Médico ginecobstetricia
2221;Médico homeópata
2221;Médico internísta
2221;Médico osteopatía
2221;Médico radiología
2221;Médico residente
2221;Médico salud ocupacional
2221;Médico urgencias
2221;Nefrólogo
2221;Neumólogo 
2221;Neurocirujano
2221;Neurofisiólogo clínico
2221;Neurólogo
2221;Obstetra
2221;Oftalmólogo
2221;Oncólogo
2221;Ortopedista
2221;Otorrinolaringólogo
2221;Pediatra
2221;Psiquiatra
2221;Radiólogo
2221;Reumatólogo
2221;Urólogo
2222;Odontólogos 
2222;Cirujano bucodental
2222;Cirujano dental
2222;Cirujano oral y maxilofacial
2222;Endodoncista
2222;Implantólogo oral
2222;Odontólogo
2222;Odontólogo especialista
2222;Odontólogo pediatría
2222;Odontólogo prostodoncista
2222;Odontólogo salud pública
2222;Ortodoncista
2222;Periodoncista
2222;Prostodoncista
2223;Médicos veterinarios y zootecnistas
2223;Médico veterinario
2223;Veterinario
2223;Veterinario cirugía
2223;Veterinario especialísta
2223;Veterinario zootecnista
2223;Zootecnista
2224;Optómetras 
2224;Optómetra
2224;Optómetra ortóptica
2225;Fonoaudiólogos, fisioterapeutas y afines
2225;Audiólogo
2225;Audiólogo clínico
2225;Audiólogo educativo 
2225;Especialista terapia ocupacional clínica
2225;Fisioterapeuta
2225;Fonoaudiólogo
2225;Terapeuta físico
2225;Terapeuta ocupacional
2225;Terapeuta readaptación física
2225;Terapeuta readaptación laboral
2225;Terapeuta respiratorio
2226;Enfermeros(as) profesionales
2226;Enfermero cirugía
2226;Enfermero consultorio
2226;Enfermero cuidados intensivos
2226;Enfermero especialista
2226;Enfermero obstetricia
2226;Enfermero oncología
2226;Enfermero psiquiatría
2226;Enfermero salud ocupacional
2226;Enfermero(a) profesional
2227;Nutricionistas y dietistas
2227;Dietista
2227;Dietista clínico
2227;Dietista comunitario
2227;Nutricionista
2227;Nutricionista dietista
2229;Médicos, profesionales en ciencias de la salud y afines, no clasificados bajo otros epígrafes 
2229;Auditor médico
2229;Instrumentador quirúrgico
2311;Profesores de universidades y otros establecimientos de educación superior 
2311;Docente educación superior
2311;Docente educación superior técnica
2311;Docente educación superior tecnología
2311;Docente universidad
2311;Educador educación superior
2311;Maestro educación superior
2311;Profesor educación superior
2311;Profesor educación superior administración
2311;Profesor educación superior administración pública
2311;Profesor educación superior agronomía
2311;Profesor educación superior antropología
2311;Profesor educación superior arqueología
2311;Profesor educación superior arquitectura y urbanismo
2311;Profesor educación superior arte dramático
2311;Profesor educación superior bacteriología
2311;Profesor educación superior bellas artes 
2311;Profesor educación superior ciencias agronómicas
2311;Profesor educación superior ciencias de la educación
2311;Profesor educación superior ciencias naturales
2311;Profesor educación superior ciencias política
2311;Profesor educación superior ciencias religiosas
2311;Profesor educación superior ciencias salud
2311;Profesor educación superior ciencias sociales
2311;Profesor educación superior comunicación social
2311;Profesor educación superior contaduría
2311;Profesor educación superior derecho
2311;Profesor educación superior economía
2311;Profesor educación superior enfermería
2311;Profesor educación superior humanidades 
2311;Profesor educación superior idiomas 
2311;Profesor educación superior informática
2311;Profesor educación superior ingeniería
2311;Profesor educación superior lenguas modernas
2311;Profesor educación superior lenguas y literatura
2311;Profesor educación superior lingüística
2311;Profesor educación superior matemáticas
2311;Profesor educación superior medicina 
2311;Profesor educación superior música
2311;Profesor educación superior odontología
2311;Profesor educación superior optometría
2311;Profesor educación superior preescolar
2311;Profesor educación superior procesos y gestión industrial
2311;Profesor educación superior psicología
2311;Profesor educación superior sociología
2311;Profesor educación superior técnica
2311;Profesor educación superior veterinaria
2311;Profesor institución tecnológica
2311;Profesor institución universitaria 
2311;Profesor música conservatorio
2311;Profesor universidad
2312;Profesores de educación secundaria 
2312;Docente educación básica secundaria
2312;Docente educación media
2312;Docente educación media académica
2312;Docente educación media técnica
2312;Educador básica secundaria
2312;Maestro educación básica secundaria
2312;Profesor bachillerato
2312;Profesor educación básica secundaria
2312;Profesor educación básica secundaria biología
2312;Profesor educación básica secundaria ciencias naturales 
2312;Profesor educación básica secundaria ciencias sociales
2312;Profesor educación básica secundaria educación artística
2312;Profesor educación básica secundaria educación física y deportes
2312;Profesor educación básica secundaria español y literatura
2312;Profesor educación básica secundaria ética y valores humanos
2312;Profesor educación básica secundaria idiomas
2312;Profesor educación básica secundaria informática
2312;Profesor educación básica secundaria inglés
2312;Profesor educación básica secundaria matemáticas
2312;Profesor educación básica secundaria música
2312;Profesor educación básica secundaria religión
2312;Profesor educación especial básica secundaria
2312;Profesor educación media
2312;Profesor educación media académica
2312;Profesor educación media técnica
2312;Profesor secundaria
2313;Profesores de educación  primaria 
2313;Docente educación básica primaria
2313;Educador básica primaria
2313;Maestro educación básica primaria
2313;Profesor educación artística básica primaria 
2313;Profesor educación básica primaria
2313;Profesor educación básica primaria ciencias naturales
2313;Profesor educación básica primaria ciencias sociales
2313;Profesor educación básica primaria educación física y deportes
2313;Profesor educación básica primaria español
2313;Profesor educación básica primaria ética y valores humanos
2313;Profesor educación básica primaria idiomas
2313;Profesor educación básica primaria informática
2313;Profesor educación básica primaria inglés
2313;Profesor educación básica primaria matemáticas
2313;Profesor educación básica primaria música
2313;Profesor educación básica primaria religión
2313;Profesor educación especial básica primaria
2313;Profesor primaria
2314;Profesores de educación preescolar 
2314;Docente preescolar
2314;Educador preescolar
2314;Maestro educación preescolar
2314;Profesor educación preescolar
2314;Profesor preescolar
2320;Profesores e instructores de educación especial 
2320;Instructor educación especial discapacitados mentalmente
2320;Instructor educación especial sordomudos
2320;Instructor lenguaje signos 
2320;Instructor personas discapacitadas
2320;Profesor braille
2320;Profesor educación especial ciegos
2320;Profesor educación especial mudos
2320;Profesor educación especial sordomudos
2320;Profesor educación especial sordos
2320;Profesor personas con discapacidad física
2320;Profesor personas con discapacidad mental 
2320;Profesor sordomudos
2331;Especialistas en métodos pedagógicos y material didáctico 
2331;Asesor métodos enseñanza
2331;Consultor educativo
2331;Consultor plan estudios
2331;Consultor programas educativos
2331;Especialista educación métodos audiovisuales
2331;Especialista educación métodos didácticos
2331;Especialista material didáctico auxiliar
2331;Especialista métodos educación
2331;Especialista métodos pedagógicos
2331;Investigador educación
2332;Inspectores de la educación
2332;Inspector educativo
2333;Consejeros educativos
2333;Consejero educativo 
2333;Consejero educativo orientación vocacional
2333;Consejero escolar
2333;Consejero estudiantil
2333;Consejero orientación profesional
2333;Orientador educativo
2333;Orientador vocacional
2339;Otros profesionales de la educación, no clasificados bajo otros epígrafes 
2339;Educador correccional
2339;Maestro correccional
2339;Profesor correccional
2339;Profesor particular educación formal
2339;Profesor particular educación formal
2339;Profesor particular educación formal
2339;Profesor particular educación formal
2411;Contadores 
2411;Auditor contable
2411;Auditor financiero
2411;Auditor interno
2411;Contador
2411;Contador costos
2411;Contador público
2411;Interventor cuentas
2411;Revisor fiscal
2411;Tesorero contable
2412;Especialistas en políticas, servicios de personal y afines 
2412;Analista administrativo
2412;Analista gestión humana
2412;Analista ocupaciones
2412;Analista política laboral
2412;Analista puestos trabajo
2412;Analista salarios
2412;Analista salud ocupacional
2412;Conciliador laboral
2412;Consejero adaptación laboral 
2412;Consejero empleo
2412;Consejero ocupacional
2412;Consejero readaptación laboral
2412;Consultor recursos humanos
2413;Analistas y agentes financieros
2413;Agente bolsa
2413;Agente cambios
2413;Agente fiducia
2413;Analista financiero
2413;Analista impuestos
2413;Analista inversiones
2413;Asesor financiero
2413;Asesor inversiones
2413;Consultor financiero
2413;Corredor bolsa
2419;Profesionales en organización, administración de empresas, análisis financiero y afines, no clasificados bajo otros epígrafes 
2419;Agente marcas
2419;Agente marcas y patentes
2419;Agente patentes
2419;Consultor organizacional
2421;Abogados 
2421;Abogado
2421;Abogado civilista
2421;Abogado laboralista
2421;Abogado litigante
2421;Abogado penal y criminología
2421;Abogado penalista
2421;Asesor jurídico
2421;Asesor legal
2421;Consejero jurídico
2421;Jurista
2422;Jueces 
2422;Fiscal
2422;Juez
2422;Juez civil
2422;Juez corte suprema
2422;Juez familia
2422;Juez instrucción
2422;Juez menores
2422;Juez municipal
2422;Juez penal
2422;Juez penal municipal 
2422;Juez tribunal
2422;Magistrado
2422;Presidente tribunal justicia 
2429;Profesionales del derecho, no clasificados bajo otros epígrafes 
2429;Escribano forense
2429;Notario
2431;Catalogadores de piezas de museos, archivos y afines
2431;Archivero documentos históricos
2431;Archivista documentos históricos
2431;Catalogador obras galería arte
2431;Catalogador piezas museo
2431;Curador arte
2431;Curador piezas museo 
2432;Bibliotecarios, documentalistas y afines 
2432;Bibliógrafo
2432;Bibliotecario
2432;Bibliotecólogo
2432;Documentalista
2441;Economistas 
2441;Analista económico
2441;Analista estudio mercados 
2441;Analista mercadeo
2441;Analista mercados
2441;Analista política económica
2441;Consultor desarrollo comercial
2441;Consultor desarrollo económico
2441;Consultor desarrollo industrial
2441;Consultor mercados
2441;Econometrista
2441;Economista
2441;Economista agricultura
2441;Economista comercio internacional
2441;Economista desarrollo
2441;Economista econometría
2441;Economista finanzas
2441;Economista impuestos
2441;Economista industria
2441;Economista inversión 
2441;Economista precios
2441;Economista trabajo
2441;Investigador económico
2441;Investigador mercados
2442;Sociólogos, antropólogos y afines 
2442;Antropólogo
2442;Arqueólogo
2442;Consultor política social
2442;Consultor programas rehabilitación social
2442;Etnógrafo
2442;Etnólogo
2442;Geógrafo
2442;Geógrafo geografía económica
2442;Geógrafo geografía física
2442;Geógrafo geografía política
2442;Investigador política social 
2442;Sociólogo
2442;Sociólogo educación
2442;Sociólogo jurídico
2442;Sociólogo laboral
2442;Sociólogo política
2443;Filósofos, historiadores y especialistas en ciencias políticas 
2443;Filósofo
2443;Genealogista
2443;Historiador
2443;Historiador ciencias sociales
2443;Historiador historia económica
2443;Historiador historia política
2443;Investigador ciencias políticas
2443;Politólogo
2444;Filólogos, traductores e intérpretes 
2444;Etimologista
2444;Filólogo
2444;Filólogo fonética
2444;Filólogo grafología
2444;Filólogo morfología
2444;Grafólogo
2444;Intérprete
2444;Intérprete conferencias 
2444;Intérprete lenguaje signos 
2444;Intérprete sordos 
2444;Lexicógrafo
2444;Lingüista
2444;Terminologista 
2444;Traductor
2444;Traductor documentos técnicos
2444;Traductor literario
2444;Traductor simultáneo
2445;Psicólogos 
2445;Psicólogo
2445;Psicólogo clínico
2445;Psicólogo educativo
2445;Psicólogo industrial 
2445;Psicólogo organizacional
2446;Trabajadores sociales y afines
2446;Consejero familia
2446;Consejero matrimonial
2446;Consejero problemas adicción
2446;Consejero rehabilitación
2446;Consultor familia
2446;Orientador familia
2446;Trabajador social
2446;Trabajador social psiquiátrico
2446;Visitador social
2449;Profesionales en ciencias económicas, sociales y humanas no clasificados bajo otros epígrafes
2449;Analista política vivienda 
2449;Asesor comunidades indígenas
2449;Comisario familia
2449;Consultor desarrollo comunitario
2449;Consultor programas salud 
2449;Ergonomista laboral
2449;Investigador analista política salud 
2449;Juez paz
2451;Escritores, periodistas y afines 
2451;Analista noticias
2451;Biógrafo
2451;Columnista
2451;Comentarista actualidad
2451;Comentarista deportes
2451;Comentarista noticias
2451;Comentarista radio
2451;Comentarista televisión
2451;Comunicador social
2451;Corrector estilo
2451;Corresponsal de prensa
2451;Crítico
2451;Crítico arte
2451;Crítico cine
2451;Crítico literario
2451;Crítico música
2451;Crítico radio
2451;Crítico teatro
2451;Crítico televisión
2451;Cronista
2451;Cronista deportes
2451;Dramaturgo
2451;Editor
2451;Editor libros
2451;Editor noticias
2451;Editor periódicos
2451;Editor producción
2451;Editor revistas
2451;Editorialista
2451;Escritor
2451;Escritor científico 
2451;Escritor dialoguista
2451;Escritor discursos
2451;Escritor ensayista 
2451;Escritor libretos
2451;Escritor novelas
2451;Escritor poesía
2451;Escritor teatro
2451;Guionista
2451;Libretista
2451;Literato
2451;Novelista
2451;Periodista
2451;Periodista radio
2451;Periodista reportero
2451;Periodista televisión
2451;Poeta
2451;Redactor
2451;Redactor anuncios publicidad
2451;Redactor prensa
2451;Redactor publicidad
2451;Redactor revistas
2451;Redactor técnico
2451;Reportero
2451;Reportero económico
2451;Reportero investigación
2451;Reportero moda
2451;Reportero noticias
2451;Reportero prensa
2452;Escultores, pintores y afines 
2452;Acuarelista
2452;Caricaturista
2452;Conservador restaurador patrimonio cultural 
2452;Dibujante artístico
2452;Dibujante caricaturista
2452;Escultor
2452;Escultor pintor
2452;Muralista
2452;Pintor arte
2452;Pintor paisajista
2452;Restaurador arte 
2452;Restaurador obras arte
2452;Restaurador pinturas
2452;Retratista
2453;Compositores, músicos y cantantes 
2453;Acordeonista
2453;Adaptador musical
2453;Arpista
2453;Arreglista musical
2453;Artista lírico
2453;Bajista
2453;Bajo
2453;Bajonista
2453;Barítono
2453;Baterista
2453;Cantante concierto
2453;Cantante coral
2453;Cantante música popular
2453;Cantante ópera
2453;Cantante vocalista
2453;Compositor musical
2453;Concertista cantante
2453;Concertista instrumentista
2453;Director banda
2453;Director coral   
2453;Director coros
2453;Director grupo musical
2453;Director musical
2453;Director orquesta
2453;Director orquesta sinfónica
2453;Ejecutante músico
2453;Flautista
2453;Guitarrista
2453;Instrumentista músico
2453;Mezzosoprano
2453;Músico instrumental
2453;Organista
2453;Percusionista
2453;Pianista
2453;Saxofonista
2453;Soprano
2453;Tenor
2453;Trombonista
2453;Trompetista
2453;Violinista
2453;Violonchelista
2453;Vocalista
2454;Coreógrafos y bailarines 
2454;Bailarín ballet
2454;Bailarín clásico
2454;Bailarín ritmos folclóricos 
2454;Coreógrafo
2454;Director coreografía
2454;Maestro ballet
2455;Actores y directores de cine, radio, teatro, televisión y afines 
2455;Actor
2455;Actor cine
2455;Actor teatro
2455;Actor televisión
2455;Actriz 
2455;Comediante
2455;Cuentero
2455;Cuentista
2455;Declamador
2455;Director artístico
2455;Director artístico cine
2455;Director artístico teatro
2455;Director cine 
2455;Director escénico
2455;Director fotografía
2455;Director fotografía cine
2455;Director producción cine
2455;Director teatro
2455;Director televisión
2455;Editor películas
2455;Humorista
2455;Mimo teatro
2455;Productor cine
2455;Productor grabación
2455;Productor películas
2455;Productor radio
2455;Productor televisión
2456;Publicistas y afines
2456;Asesor publicidad
2456;Consultor relaciones públicas
2456;Creativo publicidad
2456;Especialista relaciones públicas
2456;Publicista
2456;Relacionista público
2456;Secretario prensa 
2460;Sacerdotes y religiosos de distintas doctrinas
2460;Arcipreste
2460;Arzobispo
2460;Bonzo
2460;Capellán
2460;Cardenal
2460;Cura 
2460;Fraile
2460;Ministro culto
2460;Monja
2460;Monje
2460;Obispo
2460;Párroco
2460;Pastor evangelizante
2460;Pastor protestante
2460;Presbítero
2460;Prior
2460;Rabino
2460;Sacerdote
2460;Sacerdote budista
2460;Sacerdote misionero
2460;Vicario
3111;Técnicos y postsecundarios no universitarios en ciencias físicas, químicas y afines 
3111;Analista laboratorio químico
3111;Analista suelos química
3111;Auxiliar geología
3111;Auxiliar laboratorio procesamiento químico
3111;Auxiliar laboratorio químico 
3111;Geotécnico
3111;Geotecnista
3111;Inspector meteorológico puerto 
3111;Laboratorista química 
3111;Técnico analista químico 
3111;Técnico físico
3111;Técnico geofísica
3111;Técnico geología
3111;Técnico geólogo
3111;Técnico hidrología
3111;Técnico laboratorio químico
3111;Técnico meteorología
3111;Técnico oceanografía
3111;Técnico químico
3111;Técnico servicio climatológico
3111;Tecnólogo química
3112;Técnicos y postsecundarios no universitarios en ingeniería civil, arquitectura, agrimensores y afines
3112;Agrimensor
3112;Agrimensor aerofotógrafo
3112;Agrimensor catastral
3112;Agrimensor geodésico
3112;Agrimensor hidrográfico
3112;Agrimensor minas
3112;Agrimensor topografía
3112;Agrimensor topografía aérea
3112;Analista suelos ingeniería civil
3112;Aparejador ingeniería civil
3112;Auxiliar ingeniería civil 
3112;Cartógrafo
3112;Cartógrafo marina
3112;Estimador ingeniería civil costos construcción
3112;Fotogrametrista
3112;Laboratorista suelos
3112;Técnico agrimensor
3112;Técnico ambiental
3112;Técnico arquitectura
3112;Técnico auxiliar arquitectura
3112;Técnico cartografía
3112;Técnico conservación edificios
3112;Técnico ingeniería civil
3112;Técnico ingeniería civil construcción 
3112;Técnico ingeniería civil hidráulica
3112;Técnico ingeniería civil irrigación
3112;Técnico manejo ambiental obras civiles
3112;Técnico materiales construcción
3112;Técnico suelos y estructuras
3112;Técnico topografía
3112;Tecnólogo arquitectura
3112;Tecnólogo cartografía
3112;Tecnólogo construcción
3112;Tecnólogo ingeniería civil
3112;Tecnólogo obras civiles
3112;Topógrafo 
3112;Topógrafo fotogeometría
3112;Topógrafo hidrográfico
3112;Topógrafo minas
3112;Topógrafo suelos
3113;Electrotécnicos 
3113;Aerotécnico
3113;Electrotécnico
3113;Electrotécnico alta tensión
3113;Electrotécnico energía eléctrica
3113;Electrotécnico ingeniería eléctrica
3113;Técnico electricista alta tensión
3113;Técnico electricista aviación 
3113;Técnico ingeniería eléctrica
3113;Tecnólogo electricidad
3113;Tecnólogo ingeniería eléctrica
3114;Técnicos y postsecundarios no universitarios en electrónica y telecomunicaciones 
3114;Técnico componentes microinformáticos
3114;Técnico electrónica industrial
3114;Técnico ingeniería aeroespacial
3114;Técnico ingeniería electrónica 
3114;Técnico sistemas electrónicos de telecomunicaciones
3114;Técnico sistemas radar
3114;Técnico telecomunicaciones radar
3114;Técnico telecomunicaciones sistemas señales
3114;Técnico telecomunicaciones telégrafo
3114;Técnico telecomunicaciones televisión
3114;Tecnólogo computación hardware
3114;Tecnólogo ingeniería electrónica
3114;Tecnólogo telecomunicaciones
3115;Técnicos y postsecundarios no universitarios en mecánica y construcción mecánica 
3115;Modelista mecánico
3115;Técnico ingeniería mecánica
3115;Técnico mecánico aeronáutica
3115;Técnico mecánico automóviles
3115;Técnico mecánico construcción naval
3115;Técnico mecánico energía nuclear
3115;Técnico mecánico motores 
3115;Técnico mecánico motores combustión interna
3115;Técnico mecánico motores diesel
3115;Técnico mecánico refrigeración
3115;Tecnólogo ingeniería mecánica
3115;Tecnólogo mecánica 
3115;Tecnólogo soldadura
3116;Técnicos y postsecundarios no universitarios en ingeniería  industrial y química industrial 
3116;Técnico analista procesos
3116;Técnico analista tiempos y movimientos
3116;Tecnico control procesos 
3116;Técnico control producción
3116;Técnico eficiencia industrial
3116;Técnico estudio trabajo
3116;Técnico estudios tiempos y movimientos
3116;Técnico fabricación ingeniería industrial
3116;Técnico fabricación plásticos
3116;Técnico fabricación textil
3116;Técnico industrial
